provincia,canton,pobtot,otra,blanca,indígena,mestiza,montubia,mulata,afroec,rural,escolaridad,analf,NBI,agua,elec,basura,pea,ocupada,publico,provincia_elec,canton_elec,cargo,gana,partido_num,partido
AZUAY,CAMILO PONCE ENRÍQUEZ,21998,0.28184380398218,6.54604964087644,0.600054550413674,85.2304754977725,1.88198927175198,1.6592417492499298,3.80034548595327,77.71161014637694,7.0703906397,7.3096239989,76.401939982,37.118068653,95.548849491,83.553376084,9983,9830,409,Azuay,Camilo Ponce Enríquez,Alcaldía,Baldor Bermeo,33-62,Juntos Podemos - Participa
AZUAY,CHORDELEG,12577,0,4.34920887334022,0.151069412419496,93.7504969388566,0.222628607776099,0.222628607776099,1.24035938618112,66.53414963822851,6.0024074631,11.881541389,66.41618035,45.266362253,95.585996956,76.98630137,5731,5634,275,Azuay,Chordeleg,Alcaldía,Deifilio Arévalo,2,Unidad Popular
AZUAY,CUENCA,505585,0.202142073044097,5.66591176557849,1.81116923959374,89.665437067951,0.424063213900729,0.5526271546822,1.67864948524976,34.74331714746284,9.8244135594,4.8624750316,38.197729613,74.73651057,98.511246313,87.974741888,231072,223232,26854,Azuay,Cuenca,Alcaldía,Pedro Palacios,4-20,Ecuatoriano Unido - Democracia Si
AZUAY,EL PAN,3036,0,5.8300395256917,0,92.4571805006588,0.263504611330698,0.164690382081686,1.21870882740448,83.99209486166008,6.0322580645,10.32779524,62.08499336,47.201689546,95.987328405,61.774023231,1064,1043,89,Azuay,El Pan,Alcaldía,Rigoberto Borja,33-62,Juntos Podemos - Participa
AZUAY,GIRÓN,12607,0.103117315776949,2.91108114539542,0.571111287380027,94.6934242880939,0.269691441262791,0.483858174030301,0.967716348060601,68.14468152613628,5.9264018692,11.24567474,63.392641494,51.57987127,96.840257461,56.846108836,5023,4882,322,Azuay,Girón,Alcaldía,José Miguel Uzhca,35-17,Alianza PAIS - Partido Socialista Ecuatoriano
AZUAY,GUACHAPALA,3409,0,2.4053974772660602,0.293341155764154,95.6292167791141,0,0.352009386916984,1.26136696978586,66.99911997653271,6.3039742213,10.159529807,62.814070352,57.651991614,95.597484277,62.683438155,1257,1228,109,Azuay,Guachapala,Alcaldía,José Luzuriaga Paida,4-20,Ecuatoriano Unido - Democracia Si
AZUAY,GUALACEO,42709,0.173265588049357,4.01554707438713,5.35952609520242,88.2319885738369,0.224776979091058,0.412091128333607,1.58280456109953,67.26451099299913,6.2617336941,11.214786215,69.296506138,44.538361508,95.578673602,45.727289615,17476,17076,1051,Azuay,Gualaceo,Alcaldía,Gustavo Vera,1-20,Centro Democrático - Democracia Si
AZUAY,NABÓN,15892,0,0.89353133652152,31.676315127108,66.5303297256481,0.106972061414548,0.295746287440221,0.44676566826076,92.26654920714824,4.7662082515,19.070274556,87.824880141,26.589034449,91.969917516,13.828238719,6228,6132,381,Azuay,Nabón,Alcaldía,Patricio Maldonado,4-20,Ecuatoriano Unido - Democracia Si
AZUAY,OÑA,3583,0,2.1769466927156,3.57242534189227,92.9946971811331,0.195367010884733,0.195367010884733,0.809377616522467,76.38850125593079,5.9010175763,14.602132896,83.010933558,33.239962652,92.250233427,29.411764706,1538,1498,138,Azuay,Oña,Alcaldía,Iván Ullauri Coronel,4-20,Ecuatoriano Unido - Democracia Si
AZUAY,PAUTE,25494,0.168667137365655,4.26374833294108,0.686436024162548,92.2099317486467,0.298109359064878,0.309876833764807,2.06323056405429,71.65607593943673,6.3965976331,12.214094973,70.077992003,40.085382011,96.48167231,49.374355955,10731,10485,689,Azuay,Paute,Alcaldía,Raúl Delgado,33-62,Juntos Podemos - Participa
AZUAY,PUCARÁ,10052,0,3.89972144846797,0.964982093115798,93.533625149224,0.228810187027457,0.477516912057302,0.795861520095503,90.93712693991246,4.77244518,17.96484438,91.431431431,23.193140057,90.730910576,36.790526746,2993,2931,209,Azuay,Pucará,Alcaldía,Luis Yánez,33-62,Juntos Podemos - Participa
